branch,policy,stage,id,output_sha256,reviewer,severity,ai_clear,fixed_mae,fixed_ssim,fixed_lpips,mae_alarm,ssim_alarm,lpips_alarm,aligned3_mae,aligned3_ssim,aligned3_lpips
P02,sequential,6,b594d1e886,3759fd3429ad1b07fe4effade7e47d5815091fb64b3f65f40321767d4f936596,b,3,True,0.0823577344417572,0.45751288533210754,0.20260554552078247,True,True,True,0.07125925272703171,0.5664193630218506,0.18683218955993652
P02,sequential,7,a501bb73a3,0affc060402d8b0072c4f0ae399f9b19d53b46764d81f434739084ab1399d67a,a,3,True,0.08702487498521805,0.4287870228290558,0.23098960518836975,True,True,True,0.0768977478146553,0.5289155840873718,0.21645808219909668
P02,sequential,7,a501bb73a3,0affc060402d8b0072c4f0ae399f9b19d53b46764d81f434739084ab1399d67a,b,3,True,0.08702487498521805,0.4287870228290558,0.23098960518836975,True,True,True,0.0768977478146553,0.5289155840873718,0.21645808219909668
P02,sequential,8,4d9b92794f,15a93c0b704376c2a9e617da20ec9ad467618d63332beaaaf34673500c50b815,a,3,True,0.09236957877874374,0.3990817070007324,0.2334298938512802,True,True,True,0.08165322989225388,0.5016750693321228,0.21008522808551788
P02,sequential,8,4d9b92794f,15a93c0b704376c2a9e617da20ec9ad467618d63332beaaaf34673500c50b815,b,3,True,0.09236957877874374,0.3990817070007324,0.2334298938512802,True,True,True,0.08165322989225388,0.5016750693321228,0.21008522808551788
P02,sequential,9,20adc924b9,f96bdff0df1d5a089625e70d6b99ef20b09138200735d9ebe7f22f4982555ca9,a,3,True,0.09657423198223114,0.3798588216304779,0.259820818901062,True,True,True,0.0884815901517868,0.45322510600090027,0.24630707502365112
P02,sequential,9,20adc924b9,f96bdff0df1d5a089625e70d6b99ef20b09138200735d9ebe7f22f4982555ca9,b,3,True,0.09657423198223114,0.3798588216304779,0.259820818901062,True,True,True,0.0884815901517868,0.45322510600090027,0.24630707502365112
P02,sequential,10,735e4e1b1e,9c4e6a399bed49ba1cef1f3d41386adcc1319a725310fb93a2e389bab006fa43,a,3,True,0.1283421516418457,0.36652669310569763,0.26662883162498474,True,True,True,0.12416679412126541,0.4068376123905182,0.2607609033584595
P02,sequential,10,735e4e1b1e,9c4e6a399bed49ba1cef1f3d41386adcc1319a725310fb93a2e389bab006fa43,b,3,True,0.1283421516418457,0.36652669310569763,0.26662883162498474,True,True,True,0.12416679412126541,0.4068376123905182,0.2607609033584595
P03-r1,sequential,1,647892ea49,822586e373c59942cc319b7b5a9eca9b95d0c57ad4a2885d22b178d52f4aae22,a,0,False,0.016818616539239883,0.8832266926765442,0.0397653803229332,False,False,False,0.016818616539239883,0.8832266926765442,0.0397653803229332
P03-r1,sequential,1,647892ea49,822586e373c59942cc319b7b5a9eca9b95d0c57ad4a2885d22b178d52f4aae22,b,1,False,0.016818616539239883,0.8832266926765442,0.0397653803229332,False,False,False,0.016818616539239883,0.8832266926765442,0.0397653803229332
P03-r1,sequential,2,8bf0904e3b,9d640354a139713fd4b170a29aa4fb475ab312f84d5dc87d5c8a982603f363f1,a,1,False,0.023919278755784035,0.8415461182594299,0.06436368077993393,False,True,True,0.023015739396214485,0.8469493985176086,0.06130266562104225
P03-r1,sequential,2,8bf0904e3b,9d640354a139713fd4b170a29aa4fb475ab312f84d5dc87d5c8a982603f363f1,b,1,False,0.023919278755784035,0.8415461182594299,0.06436368077993393,False,True,True,0.023015739396214485,0.8469493985176086,0.06130266562104225
P03-r1,sequential,3,5ce39affb2,6adb61e661b32ecd6df0e8eae2368f3e94259432a28cc3aab7369765e31aacec,a,2,True,0.035219378769397736,0.8154917359352112,0.08458372950553894,True,True,True,0.03467418998479843,0.8129358291625977,0.08336623013019562
P03-r1,sequential,3,5ce39affb2,6adb61e661b32ecd6df0e8eae2368f3e94259432a28cc3aab7369765e31aacec,b,2,True,0.035219378769397736,0.8154917359352112,0.08458372950553894,True,True,True,0.03467418998479843,0.8129358291625977,0.08336623013019562
P03-r1,sequential,4,9f4a085639,c593ddff289a664dea0966d52c9316df8aa93ad3885809fd2d1bc52c40536c35,a,2,True,0.04619228467345238,0.7493398189544678,0.1184653639793396,True,True,True,0.04516448825597763,0.7537969946861267,0.11466523259878159
P03-r1,sequential,4,9f4a085639,c593ddff289a664dea0966d52c9316df8aa93ad3885809fd2d1bc52c40536c35,b,2,True,0.04619228467345238,0.7493398189544678,0.1184653639793396,True,True,True,0.04516448825597763,0.7537969946861267,0.11466523259878159
P03-r1,sequential,5,a6a8666433,fb518674e0352dc6ac2e85717de2bee34e2efa6267f50f6d0e8160264e18ca92,a,2,True,0.12108762562274933,0.4625864028930664,0.24226857721805573,True,True,True,0.09012965857982635,0.6132805943489075,0.18278786540031433
P03-r1,sequential,5,a6a8666433,fb518674e0352dc6ac2e85717de2bee34e2efa6267f50f6d0e8160264e18ca92,b,3,True,0.12108762562274933,0.4625864028930664,0.24226857721805573,True,True,True,0.09012965857982635,0.6132805943489075,0.18278786540031433
P03-r1,sequential,6,d71b50d039,66349281145be944dae18789572abff891dee7cd968a5ce4bd32f45800dc9e34,a,3,True,0.12087925523519516,0.45227834582328796,0.25372883677482605,True,True,True,0.09140907973051071,0.5953536033630371,0.197172611951828
P03-r1,sequential,6,d71b50d039,66349281145be944dae18789572abff891dee7cd968a5ce4bd32f45800dc9e34,b,3,True,0.12087925523519516,0.45227834582328796,0.25372883677482605,True,True,True,0.09140907973051071,0.5953536033630371,0.197172611951828
P03-r1,sequential,7,9a98449a6f,323ee7108aed360c9e8138140952521e94afb21828a336ad58ac8d5389c36761,a,3,True,0.12076550722122192,0.4395838975906372,0.2693564295768738,True,True,True,0.09229037165641785,0.57559734582901,0.21299514174461365
P03-r1,sequential,7,9a98449a6f,323ee7108aed360c9e8138140952521e94afb21828a336ad58ac8d5389c36761,b,3,True,0.12076550722122192,0.4395838975906372,0.2693564295768738,True,True,True,0.09229037165641785,0.57559734582901,0.21299514174461365
P03-r1,sequential,8,b619a822ae,8216dd670f1bb3fc39b182eeee4e4d81dd2c78c3b97e0718765311994cd7ade7,a,3,True,0.12047415226697922,0.4257400333881378,0.2859041690826416,True,True,True,0.09258058667182922,0.5523152947425842,0.23395957052707672
P03-r1,sequential,8,b619a822ae,8216dd670f1bb3fc39b182eeee4e4d81dd2c78c3b97e0718765311994cd7ade7,b,3,True,0.12047415226697922,0.4257400333881378,0.2859041690826416,True,True,True,0.09258058667182922,0.5523152947425842,0.23395957052707672
P03-r1,sequential,9,71c7084573,d3bb1a3a2a3f7623a46a99cf54d56628227a8f848a1c59937fe29a8713ca4465,a,3,True,0.12254548072814941,0.40891745686531067,0.30787450075149536,True,True,True,0.09570301324129105,0.5264108777046204,0.25652945041656494
P03-r1,sequential,9,71c7084573,d3bb1a3a2a3f7623a46a99cf54d56628227a8f848a1c59937fe29a8713ca4465,b,3,True,0.12254548072814941,0.40891745686531067,0.30787450075149536,True,True,True,0.09570301324129105,0.5264108777046204,0.25652945041656494
P03-r1,sequential,10,9cbcce1660,521dc7bc0cf861d9386c396c156e48db7a2fea5d3faebc89e258061176692dfc,a,3,True,0.2008240669965744,0.25522199273109436,0.41561371088027954,True,True,True,0.17389467358589172,0.4089403450489044,0.3455989956855774
P03-r1,sequential,10,9cbcce1660,521dc7bc0cf861d9386c396c156e48db7a2fea5d3faebc89e258061176692dfc,b,3,True,0.2008240669965744,0.25522199273109436,0.41561371088027954,True,True,True,0.17389467358589172,0.4089403450489044,0.3455989956855774
P03-r2,sequential,1,6774ea0f59,83a0968adc231d874fc2556bdabd5b9bf9adbe88ca5c76af495cefc9bfbb86d1,a,1,False,0.016378622502088547,0.8791654706001282,0.04099458456039429,False,False,False,0.016378622502088547,0.8791654706001282,0.04099458456039429
P03-r2,sequential,1,6774ea0f59,83a0968adc231d874fc2556bdabd5b9bf9adbe88ca5c76af495cefc9bfbb86d1,b,1,False,0.016378622502088547,0.8791654706001282,0.04099458456039429,False,False,False,0.016378622502088547,0.8791654706001282,0.04099458456039429
P03-r2,sequential,2,7e07f4cfea,b44087f603522f878f472ee1c640e161f009c524ee8886847714006e31b9d1b5,a,2,True,0.023844851180911064,0.8237112164497375,0.0622045174241066,False,True,True,0.022477546706795692,0.8252103924751282,0.06073300167918205
P03-r2,sequential,2,7e07f4cfea,b44087f603522f878f472ee1c640e161f009c524ee8886847714006e31b9d1b5,b,1,False,0.023844851180911064,0.8237112164497375,0.0622045174241066,False,True,True,0.022477546706795692,0.8252103924751282,0.06073300167918205
P03-r2,sequential,3,fecbbdacf5,d90788b37afb43c0e8ef24de52a22cbb864047436c0882bd063bc3220c4e2992,a,2,True,0.03382294997572899,0.771628201007843,0.08722404390573502,True,True,True,0.030294276773929596,0.8011799454689026,0.08367697894573212
P03-r2,sequential,3,fecbbdacf5,d90788b37afb43c0e8ef24de52a22cbb864047436c0882bd063bc3220c4e2992,b,3,True,0.03382294997572899,0.771628201007843,0.08722404390573502,True,True,True,0.030294276773929596,0.8011799454689026,0.08367697894573212
P03-r2,sequential,4,a804cb4c70,b4b6120c7e95f6eb6c8c98973c96aadfb701032ad3b32beaacd7137055c234fb,a,3,True,0.04822344332933426,0.7013835906982422,0.13435223698616028,True,True,True,0.04394420608878136,0.7408286929130554,0.1290566772222519
P03-r2,sequential,4,a804cb4c70,b4b6120c7e95f6eb6c8c98973c96aadfb701032ad3b32beaacd7137055c234fb,b,3,True,0.04822344332933426,0.7013835906982422,0.13435223698616028,True,True,True,0.04394420608878136,0.7408286929130554,0.1290566772222519
P03-r2,sequential,5,d1ca9f1f9b,9a9d737d3bae43a46d9ef381cbe50c7cb1d55bc56926f187774110ac286f8cdb,a,3,True,0.19147811830043793,0.32670143246650696,0.5045062303543091,True,True,True,0.12375611811876297,0.4236760139465332,0.30190327763557434
P03-r2,sequential,5,d1ca9f1f9b,9a9d737d3bae43a46d9ef381cbe50c7cb1d55bc56926f187774110ac286f8cdb,b,3,True,0.19147811830043793,0.32670143246650696,0.5045062303543091,True,True,True,0.12375611811876297,0.4236760139465332,0.30190327763557434
P03-r2,sequential,6,6b6822b7c0,ddfb55bb6a6b9a1951a269da1808a46f9cd502b531a0a1228a1da18619a3d6c6,a,3,True,0.19174440205097198,0.32239654660224915,0.505614161491394,True,True,True,0.12411917001008987,0.4156179428100586,0.31191298365592957
P03-r2,sequential,6,6b6822b7c0,ddfb55bb6a6b9a1951a269da1808a46f9cd502b531a0a1228a1da18619a3d6c6,b,3,True,0.19174440205097198,0.32239654660224915,0.505614161491394,True,True,True,0.12411917001008987,0.4156179428100586,0.31191298365592957
P03-r2,sequential,7,40d3f5f6e4,ccde15a1bc297801fedd9ac3bb092b8fe458fe908f6f4457ac951be56d7219af,a,3,True,0.19085060060024261,0.3148510456085205,0.5105254650115967,True,True,True,0.12486621737480164,0.40218472480773926,0.3260265290737152
P03-r2,sequential,7,40d3f5f6e4,ccde15a1bc297801fedd9ac3bb092b8fe458fe908f6f4457ac951be56d7219af,b,3,True,0.19085060060024261,0.3148510456085205,0.5105254650115967,True,True,True,0.12486621737480164,0.40218472480773926,0.3260265290737152
P03-r2,sequential,8,52b780756e,66ac9dbeb63fd504dbbaa0624aa44abcd752e6c83dd26657ab21545472f9e7ff,a,3,True,0.19178110361099243,0.3048759996891022,0.5150160789489746,True,True,True,0.12381888926029205,0.39208880066871643,0.32382121682167053
P03-r2,sequential,8,52b780756e,66ac9dbeb63fd504dbbaa0624aa44abcd752e6c83dd26657ab21545472f9e7ff,b,3,True,0.19178110361099243,0.3048759996891022,0.5150160789489746,True,True,True,0.12381888926029205,0.39208880066871643,0.32382121682167053
P03-r2,sequential,9,3f9e727788,f349713b58fab37e07f2a4bb7605bf96090781563faa4878b872a8816f7d29ba,a,3,True,0.19077569246292114,0.29578396677970886,0.5228796601295471,True,True,True,0.12464924156665802,0.37647131085395813,0.34759026765823364
P03-r2,sequential,9,3f9e727788,f349713b58fab37e07f2a4bb7605bf96090781563faa4878b872a8816f7d29ba,b,3,True,0.19077569246292114,0.29578396677970886,0.5228796601295471,True,True,True,0.12464924156665802,0.37647131085395813,0.34759026765823364
P03-r2,sequential,10,2652bb4928,4644830c95bc1b8959e2d4711513626bd0d7cc65d2af078554327e59605833cf,a,3,True,0.25273093581199646,0.17960941791534424,0.5659546256065369,True,True,True,0.20252104103565216,0.24914735555648804,0.39421382546424866
P03-r2,sequential,10,2652bb4928,4644830c95bc1b8959e2d4711513626bd0d7cc65d2af078554327e59605833cf,b,3,True,0.25273093581199646,0.17960941791534424,0.5659546256065369,True,True,True,0.20252104103565216,0.24914735555648804,0.39421382546424866
P04,sequential,1,7a3d696871,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,a,0,False,0.01840371824800968,0.8883209228515625,0.031728047877550125,False,False,False,0.01840371824800968,0.8883209228515625,0.031728047877550125
P04,sequential,1,7a3d696871,72f0074fe7df1b717d90d2db6df234212b5df2afc6166f11a13d73a80952dcea,b,0,False,0.01840371824800968,0.8883209228515625,0.031728047877550125,False,False,False,0.01840371824800968,0.8883209228515625,0.031728047877550125
P04,sequential,2,44337f50df,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,a,1,False,0.025968050584197044,0.8348621726036072,0.05477737635374069,False,True,False,0.023362623527646065,0.8567665219306946,0.05424788221716881
P04,sequential,2,44337f50df,06b5c9dc02fbf13fc15f528b85b948100afb06fac95032453399dab4f05e8cb7,b,2,True,0.025968050584197044,0.8348621726036072,0.05477737635374069,False,True,False,0.023362623527646065,0.8567665219306946,0.05424788221716881
P04,sequential,3,ab3520f4c3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,a,2,True,0.03271098807454109,0.7871373295783997,0.07703612744808197,True,True,True,0.029098980128765106,0.8208720088005066,0.07321377098560333
P04,sequential,3,ab3520f4c3,0ee7d7c5349dc71b8f60ee842000aca388d37688ba65a3d5028ad511f58611ed,b,2,True,0.03271098807454109,0.7871373295783997,0.07703612744808197,True,True,True,0.029098980128765106,0.8208720088005066,0.07321377098560333
P04,sequential,4,ecc8bfb441,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,a,2,True,0.05544218793511391,0.71294766664505,0.12006574869155884,True,True,True,0.04820133373141289,0.7773118019104004,0.10510864853858948
P04,sequential,4,ecc8bfb441,afb9ee34d297717f92888799c55bb475149d0e445f1efdbeeac4fa28eb84f067,b,2,True,0.05544218793511391,0.71294766664505,0.12006574869155884,True,True,True,0.04820133373141289,0.7773118019104004,0.10510864853858948
P04,sequential,5,77d72e1ad6,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,a,2,True,0.13240620493888855,0.4151075780391693,0.34183269739151,True,True,True,0.06295200437307358,0.7224617004394531,0.15251649916172028
P04,sequential,5,77d72e1ad6,cf4f8303118f133dba1077c06f10ddfccde01c0c8b7844ca935fc3772f19bfc5,b,2,True,0.13240620493888855,0.4151075780391693,0.34183269739151,True,True,True,0.06295200437307358,0.7224617004394531,0.15251649916172028
P04,sequential,6,ac3b44fed0,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,a,3,True,0.13438569009304047,0.4023829996585846,0.3525209426879883,True,True,True,0.0668826773762703,0.6964426040649414,0.16892492771148682
P04,sequential,6,ac3b44fed0,9662d6d1c973a43af15378d218c82e247ed10362330bcdbc3ad1366f2d1411ae,b,3,True,0.13438569009304047,0.4023829996585846,0.3525209426879883,True,True,True,0.0668826773762703,0.6964426040649414,0.16892492771148682
P04,sequential,7,6d8c6b9241,fd58722931d848508495c724a296326087beaec3a61ae834860fc62c5e24cbe5,a,3,True,0.13611829280853271,0.4022347033023834,0.3479330241680145,True,True,True,0.06988504528999329,0.6864304542541504,0.1652376651763916
P04,sequential,7,6d8c6b9241,fd58722931d848508495c724a296326087beaec3a61ae834860fc62c5e24cbe5,b,3,True,0.13611829280853271,0.4022347033023834,0.3479330241680145,True,True,True,0.06988504528999329,0.6864304542541504,0.1652376651763916
P04,sequential,8,a3b065c5bd,3e58666b152e5e221b60c1cee61fecdcca9b61879139535256189fcbb954ba6c,a,3,True,0.13804741203784943,0.3897973299026489,0.3590282201766968,True,True,True,0.07338233292102814,0.6560167670249939,0.1850573867559433
P04,sequential,8,a3b065c5bd,3e58666b152e5e221b60c1cee61fecdcca9b61879139535256189fcbb954ba6c,b,3,True,0.13804741203784943,0.3897973299026489,0.3590282201766968,True,True,True,0.07338233292102814,0.6560167670249939,0.1850573867559433
P04,sequential,9,15af953fb2,69dd6819343740ae5cb234dcec7dd78d7998ba197a3a1b2da94a459382353519,a,3,True,0.1399747133255005,0.3754703104496002,0.3721795082092285,True,True,True,0.07663470506668091,0.6262993812561035,0.2066776007413864
P04,sequential,9,15af953fb2,69dd6819343740ae5cb234dcec7dd78d7998ba197a3a1b2da94a459382353519,b,3,True,0.1399747133255005,0.3754703104496002,0.3721795082092285,True,True,True,0.07663470506668091,0.6262993812561035,0.2066776007413864
P04,sequential,10,487f95f6cc,5aa04a5c54be19bcc2bb750402d42bffcc8fb6dd4fc1d7d85ded4388fe163b08,a,3,True,0.2195051908493042,0.24451230466365814,0.45022645592689514,True,True,True,0.17004646360874176,0.44831743836402893,0.3121553361415863
P04,sequential,10,487f95f6cc,5aa04a5c54be19bcc2bb750402d42bffcc8fb6dd4fc1d7d85ded4388fe163b08,b,3,True,0.2195051908493042,0.24451230466365814,0.45022645592689514,True,True,True,0.17004646360874176,0.44831743836402893,0.3121553361415863
P05,sequential,1,1e855a61d4,6d9106aa3aadeeb985b1878c5509ce0f5da341b972cfbce4be9c79454841b09d,a,1,False,0.015822634100914,0.8821151256561279,0.048692625015974045,False,False,False,0.015822634100914,0.8821151256561279,0.048692625015974045
P05,sequential,1,1e855a61d4,6d9106aa3aadeeb985b1878c5509ce0f5da341b972cfbce4be9c79454841b09d,b,1,False,0.015822634100914,0.8821151256561279,0.048692625015974045,False,False,False,0.015822634100914,0.8821151256561279,0.048692625015974045
P05,sequential,2,784ac39000,f6f9652b5ac951928b29a122fdc799834db4acc6f9830732f5c09925e77bf305,a,1,False,0.022392643615603447,0.815277099609375,0.06950265914201736,False,True,True,0.019868647679686546,0.8376884460449219,0.06536561995744705
P05,sequential,2,784ac39000,f6f9652b5ac951928b29a122fdc799834db4acc6f9830732f5c09925e77bf305,b,2,True,0.022392643615603447,0.815277099609375,0.06950265914201736,False,True,True,0.019868647679686546,0.8376884460449219,0.06536561995744705
P05,sequential,3,24eb387abc,5590e5c30ece7661bb1ac2d39e4c4d14f0c2dd48f62302623e4b03c967374eef,a,2,True,0.0282905176281929,0.7789292335510254,0.09390426427125931,False,True,True,0.025098266080021858,0.813166618347168,0.08551110327243805
P05,sequential,3,24eb387abc,5590e5c30ece7661bb1ac2d39e4c4d14f0c2dd48f62302623e4b03c967374eef,b,2,True,0.0282905176281929,0.7789292335510254,0.09390426427125931,False,True,True,0.025098266080021858,0.813166618347168,0.08551110327243805
P05,sequential,4,3bfe0e375d,9b1a43ca55185dd3d4b046d97d01afd48996708f2781878e37527aae66ea7709,a,2,True,0.04256638512015343,0.6973174214363098,0.13186918199062347,True,True,True,0.03669387847185135,0.761134922504425,0.12161270529031754
P05,sequential,4,3bfe0e375d,9b1a43ca55185dd3d4b046d97d01afd48996708f2781878e37527aae66ea7709,b,2,True,0.04256638512015343,0.6973174214363098,0.13186918199062347,True,True,True,0.03669387847185135,0.761134922504425,0.12161270529031754
P05,sequential,5,3a8b3ccf1b,b29fc97456cd3f84f2b43093ccea9d3fe5702bb55f1d94c8be875da01a4b1130,a,2,True,0.13363569974899292,0.41188350319862366,0.43358439207077026,True,True,True,0.08119811117649078,0.6378839612007141,0.18988880515098572
